period,NG_Power_Gen,NG_Seasonal_Power_Gen,NG_Commercial_Usage,NG_Vehicle_Fuel_Usage,NG_Delivery_Usage,NG_Industrial_Usage,NG_Residential_Usage,Heating_Days,Cooling_Days,NG_Gross_Withdrawls,EAST_NG_Storage_BCF
2022-12-16,558.8262226847035,-16.62917492077849,219.68782518210193,3.1925078043704476,1235.6670135275756,110.78043704474504,343.1800208116545,510.14285714285717,2.5714285714285716,4473.910509885535,789
2022-12-23,558.8262226847035,-16.214186665391523,219.68782518210193,3.1925078043704476,1235.6670135275756,110.78043704474504,343.1800208116545,538.1428571428571,1.4285714285714286,4473.910509885535,747
2022-12-30,558.8262226847035,-15.79988951822589,219.68782518210193,3.1925078043704476,1235.6670135275756,110.78043704474504,343.1800208116545,650.0,0.2857142857142857,4473.910509885535,691
2023-01-06,556.7492195629552,-16.712684166117857,211.37981269510925,2.7513007284079083,1223.9916753381892,114.36004162330904,334.73048907388136,322.42857142857144,4.142857142857143,4622.31425598335,700
2023-01-13,556.7492195629552,-16.35635425088018,211.37981269510925,2.7513007284079083,1223.9916753381892,114.36004162330904,334.73048907388136,490.2857142857143,0.42857142857142855,4622.31425598335,662
2023-01-20,556.7492195629552,-14.467199887323284,211.37981269510925,2.7513007284079083,1223.9916753381892,114.36004162330904,334.73048907388136,480.42857142857144,0.42857142857142855,4622.31425598335,622
2023-01-27,556.7492195629552,-12.57804552376638,211.37981269510925,2.7513007284079083,1223.9916753381892,114.36004162330904,334.73048907388136,507.2857142857143,2.142857142857143,4622.31425598335,578
2023-02-03,615.311224489796,-10.688891160209481,238.30612244897958,3.0459183673469394,1348.127551020408,131.4234693877551,360.0459183673469,529.8571428571429,4.285714285714286,5057.58163265306,529
2023-02-10,615.311224489796,-8.799736796652581,238.30612244897958,3.0459183673469394,1348.127551020408,131.4234693877551,360.0459183673469,501.42857142857144,2.4285714285714284,5057.58163265306,498
2023-02-17,615.311224489796,-9.821397859286115,238.30612244897958,3.0459183673469394,1348.127551020408,131.4234693877551,360.0459183673469,364.42857142857144,2.7142857142857144,5057.58163265306,479
2023-02-24,615.311224489796,-11.598730106591074,238.30612244897958,3.0459183673469394,1348.127551020408,131.4234693877551,360.0459183673469,408.2857142857143,9.428571428571429,5057.58163265306,451
2023-03-03,555.7669094693027,-13.376062353896032,187.32986472424557,2.7513007284079083,1150.6805411030175,116.68678459937566,288.1456815816857,451.57142857142856,9.571428571428571,4596.187304890739,416
2023-03-10,555.7669094693027,-15.153394601200988,187.32986472424557,2.7513007284079083,1150.6805411030175,116.68678459937566,288.1456815816857,403.57142857142856,7.857142857142857,4596.187304890739,391
2023-03-17,555.7669094693027,-14.655038609804624,187.32986472424557,2.7513007284079083,1150.6805411030175,116.68678459937566,288.1456815816857,453.57142857142856,2.5714285714285716,4596.187304890739,355
2023-03-24,555.7669094693027,-12.944013704875479,187.32986472424557,2.7513007284079083,1150.6805411030175,116.68678459937566,288.1456815816857,385.7142857142857,2.857142857142857,4596.187304890739,343
2023-03-31,555.7669094693027,-11.232988799946334,187.32986472424557,2.7513007284079083,1150.6805411030175,116.68678459937566,288.1456815816857,334.42857142857144,11.142857142857142,4596.187304890739,335
2023-04-07,614.56,-9.52196389501719,125.43111111111111,2.8400000000000003,1014.1422222222222,110.78666666666666,154.1688888888889,233.42857142857142,21.285714285714285,4684.048888888889,345
2023-04-14,614.56,-7.703169558413124,125.43111111111111,2.8400000000000003,1014.1422222222222,110.78666666666666,154.1688888888889,197.71428571428572,13.571428571428571,4684.048888888889,363
2023-04-21,614.56,-5.989702977093977,125.43111111111111,2.8400000000000003,1014.1422222222222,110.78666666666666,154.1688888888889,143.0,12.571428571428571,4684.048888888889,390
2023-04-28,614.56,-4.2762363957748235,125.43111111111111,2.8400000000000003,1014.1422222222222,110.78666666666666,154.1688888888889,234.85714285714286,10.714285714285714,4684.048888888889,410
2023-05-05,661.1321540062435,-2.562769814455681,97.16961498439127,2.7513007284079083,951.0759625390218,99.43392299687825,90.58896982310095,226.28571428571428,8.714285714285714,4571.796045785641,422
2023-05-12,661.1321540062435,-0.849303233136535,97.16961498439127,2.7513007284079083,951.0759625390218,99.43392299687825,90.58896982310095,85.0,27.0,4571.796045785641,458
2023-05-19,661.1321540062435,2.8794731936734754,97.16961498439127,2.7513007284079083,951.0759625390218,99.43392299687825,90.58896982310095,106.14285714285714,33.857142857142854,4571.796045785641,489
2023-05-26,661.1321540062435,6.392951437700095,97.16961498439127,2.7513007284079083,951.0759625390218,99.43392299687825,90.58896982310095,87.85714285714286,19.714285714285715,4571.796045785641,522
2023-06-02,802.7022222222222,10.419641001611302,95.19555555555556,2.8400000000000003,1080.2355555555555,110.0488888888889,69.44888888888889,32.285714285714285,44.0,4757.395555555556,552
2023-06-09,802.7022222222222,14.446330565522505,95.19555555555556,2.8400000000000003,1080.2355555555555,110.0488888888889,69.44888888888889,85.14285714285714,37.142857142857146,4757.395555555556,574
